Algoritmo,Iteração,Rate,acc,f1,RN len,tempo de execução
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd1536116f0>,0,0.01,0.02,0.0392156862745098,50,0.013663530349731445
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153611ea0>,1,0.01,0.12,0.21428571428571425,50,0.019298315048217773
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153611d80>,2,0.01,0.04,0.07692307692307693,50,0.016532182693481445
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153611d20>,3,0.01,0.08,0.14814814814814814,50,0.017023801803588867
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153611c00>,4,0.01,0.02,0.0392156862745098,50,0.018343210220336914
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153610e80>,5,0.01,0.18,0.3050847457627119,50,0.01978754997253418
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153611960>,6,0.01,0.04,0.07692307692307693,50,0.014309167861938477
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153611c90>,7,0.01,0.24,0.3870967741935484,50,0.019295692443847656
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153611c30>,8,0.01,0.2,0.33333333333333337,50,0.02154374122619629
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153611de0>,9,0.01,0.08,0.14814814814814814,50,0.01887655258178711
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153611cc0>,0,0.02,0.06,0.11320754716981131,50,0.03135323524475098
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153611ba0>,1,0.02,0.1,0.18181818181818182,50,0.03923463821411133
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153611b40>,2,0.02,0.24,0.3870967741935484,50,0.03411054611206055
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153611ae0>,3,0.02,0.0,0.0,50,0.03364896774291992
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153611a80>,4,0.02,0.02,0.0392156862745098,50,0.03067755699157715
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153611a20>,5,0.02,0.12,0.21428571428571425,50,0.03850531578063965
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd1536119c0>,6,0.02,0.14,0.24561403508771928,50,0.03555607795715332
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153611d50>,7,0.02,0.02,0.0392156862745098,50,0.03860878944396973
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd1536118d0>,8,0.02,0.1,0.18181818181818182,50,0.038817644119262695
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153612200>,9,0.02,0.12,0.21428571428571425,50,0.03239583969116211
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153612260>,0,0.03,0.04,0.07692307692307693,50,0.05378103256225586
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd1536122f0>,1,0.03,0.28,0.43750000000000006,50,0.06355667114257812
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153612170>,2,0.03,0.12,0.21428571428571425,50,0.06094169616699219
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153612110>,3,0.03,0.04,0.07692307692307693,50,0.04415631294250488
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd1536121a0>,4,0.03,0.22,0.36065573770491804,50,0.060178518295288086
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153612290>,5,0.03,0.22,0.36065573770491804,50,0.05420422554016113
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153612410>,6,0.03,0.08,0.14814814814814814,50,0.04384970664978027
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153612530>,7,0.03,0.18,0.3050847457627119,50,0.05622363090515137
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd1536125c0>,8,0.03,0.06,0.11320754716981131,50,0.05385327339172363
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153612560>,9,0.03,0.04,0.07692307692307693,50,0.047965049743652344
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd1536126e0>,0,0.04,0.08,0.14814814814814814,50,0.0714569091796875
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd1536128f0>,1,0.04,0.06,0.11320754716981131,50,0.06087446212768555
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd1536129b0>,2,0.04,0.1,0.18181818181818182,50,0.06010913848876953
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd1536128c0>,3,0.04,0.08,0.14814814814814814,50,0.06280827522277832
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153612800>,4,0.04,0.12,0.21428571428571425,50,0.07291913032531738
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153612860>,5,0.04,0.02,0.0392156862745098,50,0.06475400924682617
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153612500>,6,0.04,0.1,0.18181818181818182,50,0.07331085205078125
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153612620>,7,0.04,0.04,0.07692307692307693,50,0.05655646324157715
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153612bc0>,8,0.04,0.16,0.2758620689655173,50,0.07143044471740723
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153612c20>,9,0.04,0.06,0.11320754716981131,50,0.05091357231140137
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153612c80>,0,0.05,0.08,0.14814814814814814,50,0.08594179153442383
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153612ad0>,1,0.05,0.08,0.14814814814814814,50,0.09693527221679688
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153612b30>,2,0.05,0.06,0.11320754716981131,50,0.08043837547302246
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153612b00>,3,0.05,0.18,0.3050847457627119,50,0.10170340538024902
<Algoritmos.LP_PUL.LP_PUL object at 0x7fd153612bf0>,4,0.05,0.14,0.24561403508771928,50,0.08906817436218262
