Algoritmo,Iteração,Rate,acc,f1,RN len,tempo de execução
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bcc4c0>,0,0.01,0.5,0.6666666666666666,50,0.013577938079833984
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce2c0>,1,0.01,0.52,0.6842105263157895,50,0.012791633605957031
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bcc3d0>,2,0.01,0.5,0.6666666666666666,50,0.012657880783081055
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce800>,3,0.01,0.5,0.6666666666666666,50,0.012225151062011719
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bcdf90>,4,0.01,0.5,0.6666666666666666,50,0.01222085952758789
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bcc580>,5,0.01,0.5,0.6666666666666666,50,0.012508153915405273
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce0b0>,6,0.01,0.52,0.6842105263157895,50,0.012767791748046875
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bcff70>,7,0.01,0.5,0.6666666666666666,50,0.012622356414794922
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce410>,8,0.01,0.5,0.6666666666666666,50,0.012833595275878906
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce770>,9,0.01,0.52,0.6842105263157895,50,0.012544870376586914
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59dad4b0>,0,0.02,0.52,0.6842105263157895,50,0.01214289665222168
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bcc310>,1,0.02,0.52,0.6842105263157895,50,0.012862205505371094
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce530>,2,0.02,0.5,0.6666666666666666,50,0.012464761734008789
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce170>,3,0.02,0.52,0.6842105263157895,50,0.012577533721923828
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bcc640>,4,0.02,0.5,0.6666666666666666,50,0.01317453384399414
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce650>,5,0.02,0.5,0.6666666666666666,50,0.012821435928344727
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce200>,6,0.02,0.5,0.6666666666666666,50,0.012655019760131836
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bcff40>,7,0.02,0.52,0.6842105263157895,50,0.012255668640136719
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce860>,8,0.02,0.5,0.6666666666666666,50,0.012569427490234375
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce4d0>,9,0.02,0.52,0.6842105263157895,50,0.012988567352294922
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce2f0>,0,0.03,0.52,0.6842105263157895,50,0.01270914077758789
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bcc370>,1,0.03,0.52,0.6842105263157895,50,0.012633085250854492
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce500>,2,0.03,0.5,0.6666666666666666,50,0.012827873229980469
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce6b0>,3,0.03,0.52,0.6842105263157895,50,0.012443780899047852
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce440>,4,0.03,0.52,0.6842105263157895,50,0.011874675750732422
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce740>,5,0.03,0.5,0.6666666666666666,50,0.012344121932983398
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bcc6d0>,6,0.03,0.52,0.6842105263157895,50,0.012223958969116211
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bcc2e0>,7,0.03,0.5,0.6666666666666666,50,0.012713193893432617
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bcdf60>,8,0.03,0.52,0.6842105263157895,50,0.012383699417114258
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce7a0>,9,0.03,0.5,0.6666666666666666,50,0.012703895568847656
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce5c0>,0,0.04,0.5,0.6666666666666666,50,0.01197195053100586
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce830>,1,0.04,0.52,0.6842105263157895,50,0.011988639831542969
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce4a0>,2,0.04,0.5,0.6666666666666666,50,0.012277841567993164
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce620>,3,0.04,0.52,0.6842105263157895,50,0.014355659484863281
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce560>,4,0.04,0.52,0.6842105263157895,50,0.015552282333374023
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce350>,5,0.04,0.5,0.6666666666666666,50,0.014786243438720703
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bcc670>,6,0.04,0.52,0.6842105263157895,50,0.014504194259643555
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bcc430>,7,0.04,0.5,0.6666666666666666,50,0.014478445053100586
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bcc700>,8,0.04,0.5,0.6666666666666666,50,0.014467000961303711
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce3e0>,9,0.04,0.5,0.6666666666666666,50,0.014402627944946289
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bcc4f0>,0,0.05,0.52,0.6842105263157895,50,0.014357328414916992
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce1d0>,1,0.05,0.52,0.6842105263157895,50,0.014432668685913086
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce590>,2,0.05,0.52,0.6842105263157895,50,0.014479875564575195
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bcc490>,3,0.05,0.52,0.6842105263157895,50,0.014461517333984375
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce0e0>,4,0.05,0.54,0.7012987012987013,50,0.014358043670654297
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba7af0>,5,0.05,0.5,0.6666666666666666,50,0.014422416687011719
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba6980>,6,0.05,0.52,0.6842105263157895,50,0.014372825622558594
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba79d0>,7,0.05,0.56,0.717948717948718,50,0.014352560043334961
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba7760>,8,0.05,0.52,0.6842105263157895,50,0.014360189437866211
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba7c40>,9,0.05,0.52,0.6842105263157895,50,0.014328956604003906
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9c59bce140>,0,0.1,0.56,0.717948717948718,50,0.014044523239135742
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba7550>,1,0.1,0.52,0.6842105263157895,50,0.014188766479492188
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba74f0>,2,0.1,0.54,0.7012987012987013,50,0.014078617095947266
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba7970>,3,0.1,0.54,0.7012987012987013,50,0.012254714965820312
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba7cd0>,4,0.1,0.56,0.717948717948718,50,0.011722803115844727
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba7b20>,5,0.1,0.54,0.7012987012987013,50,0.011837959289550781
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba7fd0>,6,0.1,0.52,0.6842105263157895,50,0.011766910552978516
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba7fa0>,7,0.1,0.52,0.6842105263157895,50,0.011421918869018555
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba7b80>,8,0.1,0.54,0.7012987012987013,50,0.011859655380249023
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba6f80>,9,0.1,0.52,0.6842105263157895,50,0.013397216796875
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba74c0>,0,0.15,0.56,0.717948717948718,50,0.011806488037109375
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba7790>,1,0.15,0.52,0.6842105263157895,50,0.01166534423828125
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba7e80>,2,0.15,0.54,0.7012987012987013,50,0.01139974594116211
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba7bb0>,3,0.15,0.52,0.6842105263157895,50,0.011626005172729492
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba7730>,4,0.15,0.56,0.717948717948718,50,0.011853456497192383
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395fed10>,5,0.15,0.54,0.7012987012987013,50,0.012065887451171875
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395fece0>,6,0.15,0.54,0.7012987012987013,50,0.011881828308105469
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395fecb0>,7,0.15,0.54,0.7012987012987013,50,0.011383771896362305
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395fec80>,8,0.15,0.56,0.717948717948718,50,0.011761188507080078
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395fec50>,9,0.15,0.54,0.7012987012987013,50,0.01206517219543457
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b71ba7c70>,0,0.2,0.58,0.7341772151898733,50,0.01178288459777832
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395febf0>,1,0.2,0.56,0.717948717948718,50,0.01267862319946289
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395febc0>,2,0.2,0.56,0.717948717948718,50,0.012587547302246094
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395fe1a0>,3,0.2,0.58,0.7341772151898733,50,0.01178884506225586
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395fdff0>,4,0.2,0.54,0.7012987012987013,50,0.012298107147216797
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395fdcf0>,5,0.2,0.56,0.717948717948718,50,0.01123046875
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395fe140>,6,0.2,0.58,0.7341772151898733,50,0.011490106582641602
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395fe170>,7,0.2,0.56,0.717948717948718,50,0.011292457580566406
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395fdc60>,8,0.2,0.54,0.7012987012987013,50,0.011161088943481445
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395fdde0>,9,0.2,0.58,0.7341772151898733,50,0.011685371398925781
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395fdcc0>,0,0.25,0.56,0.717948717948718,50,0.01202392578125
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395ff820>,1,0.25,0.58,0.7341772151898733,50,0.01291203498840332
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395fdae0>,2,0.25,0.58,0.7341772151898733,50,0.010985136032104492
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395fc7c0>,3,0.25,0.54,0.7012987012987013,50,0.010454177856445312
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395fcf40>,4,0.25,0.6,0.7499999999999999,50,0.010838985443115234
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395fc760>,5,0.25,0.6,0.7499999999999999,50,0.010758399963378906
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395fc700>,6,0.25,0.58,0.7341772151898733,50,0.010843038558959961
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x7f9b395fc820>,7,0.25,0.58,0.7341772151898733,50,0.010669469833374023
