Algoritmo,Itera̤̣o,Rate,acc,f1,RN len,tempo de execṳ̣o
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144A5EB4050>,0,0.03,0.94,0.9690721649484536,200,2.6836066246032715
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014445365310>,1,0.03,0.93,0.9637305699481865,200,3.3067471981048584
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014489EF8B90>,2,0.03,0.935,0.9664082687338501,200,3.187720537185669
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444C844650>,3,0.03,0.93,0.9637305699481865,200,2.8556454181671143
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014445364910>,4,0.03,0.935,0.9664082687338501,200,3.2337310314178467
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444C795E50>,5,0.03,0.925,0.961038961038961,200,3.2097256183624268
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014445367590>,6,0.03,0.92,0.9583333333333334,200,3.350757598876953
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444C8473D0>,7,0.03,0.91,0.9528795811518325,200,3.2957446575164795
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014489EF97D0>,8,0.03,0.93,0.9637305699481865,200,3.275740385055542
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014489EF8FD0>,9,0.03,0.925,0.961038961038961,200,3.401768684387207
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014489EF8590>,0,0.04,0.93,0.9637305699481865,200,4.207951307296753
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014489EF8C90>,1,0.04,0.925,0.961038961038961,200,4.368987798690796
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444C846190>,2,0.04,0.92,0.9583333333333334,200,4.460008144378662
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444C795590>,3,0.04,0.935,0.9664082687338501,200,3.834866523742676
<Algoritmos.LP_PUL.LP_PUL object at 0x000001448A091ED0>,4,0.04,0.92,0.9583333333333334,200,4.137934923171997
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444C847E50>,5,0.04,0.94,0.9690721649484536,200,4.110929012298584
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444C7946D0>,6,0.04,0.92,0.9583333333333334,200,4.236958026885986
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444C797D10>,7,0.04,0.925,0.961038961038961,200,4.315975666046143
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444C7976D0>,8,0.04,0.915,0.9556135770234987,200,4.213952302932739
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444C846150>,9,0.04,0.92,0.9583333333333334,200,4.223954677581787
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014421BB50D0>,0,0.05,0.93,0.9637305699481865,200,5.4122231006622314
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444F5482D0>,1,0.05,0.91,0.9528795811518325,200,5.1191565990448
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144451FDE50>,2,0.05,0.92,0.9583333333333334,200,5.263189792633057
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014421BB5250>,3,0.05,0.935,0.9664082687338501,200,5.333205699920654
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144AAA74150>,4,0.05,0.93,0.9637305699481865,200,5.60426664352417
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014421BB7390>,5,0.05,0.93,0.9637305699481865,200,5.246185779571533
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144451FE090>,6,0.05,0.93,0.9637305699481865,200,5.407222270965576
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014421BB6CD0>,7,0.05,0.915,0.9556135770234987,200,5.102153539657593
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144451FF7D0>,8,0.05,0.915,0.9556135770234987,200,5.054142475128174
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014421BB7FD0>,9,0.05,0.915,0.9556135770234987,200,5.304198980331421
<Algoritmos.LP_PUL.LP_PUL object at 0x000001448A090950>,0,0.1,0.94,0.9690721649484536,200,10.306329250335693
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014421BB6E10>,1,0.1,0.94,0.9690721649484536,200,10.37434434890747
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144451FEF10>,2,0.1,0.91,0.9528795811518325,200,10.382346391677856
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014489F32350>,3,0.1,0.92,0.9583333333333334,200,10.571389436721802
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014421BB6990>,4,0.1,0.92,0.9583333333333334,200,10.348339080810547
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014489EA3B50>,5,0.1,0.915,0.9556135770234987,200,10.67741346359253
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144451FD890>,6,0.1,0.915,0.9556135770234987,200,10.297327756881714
<Algoritmos.LP_PUL.LP_PUL object at 0x000001448A093150>,7,0.1,0.925,0.961038961038961,200,10.20830750465393
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144A5F7B610>,8,0.1,0.93,0.9637305699481865,200,10.82244610786438
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144451FCC50>,9,0.1,0.91,0.9528795811518325,200,10.78443717956543
<Algoritmos.LP_PUL.LP_PUL object at 0x000001448A090410>,0,0.15,0.925,0.961038961038961,200,15.592524290084839
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144451FC7D0>,1,0.15,0.925,0.961038961038961,200,15.806572437286377
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144A5F79010>,2,0.15,0.94,0.9690721649484536,200,15.893592596054077
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144451FCCD0>,3,0.15,0.93,0.9637305699481865,200,15.173429489135742
<Algoritmos.LP_PUL.LP_PUL object at 0x000001448A0909D0>,4,0.15,0.935,0.9664082687338501,200,15.843581199645996
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014489F32890>,5,0.15,0.935,0.9664082687338501,200,16.52373504638672
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144A5F7B490>,6,0.15,0.92,0.9583333333333334,200,16.80379843711853
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144451FDA90>,7,0.15,0.945,0.9717223650385605,200,16.07763409614563
<Algoritmos.LP_PUL.LP_PUL object at 0x000001448A092990>,8,0.15,0.925,0.961038961038961,200,16.251672983169556
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144451FE710>,9,0.15,0.935,0.9664082687338501,200,15.935601949691772
<Algoritmos.LP_PUL.LP_PUL object at 0x000001448A090B10>,0,0.2,0.935,0.9664082687338501,200,21.542869567871094
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014489EA38D0>,1,0.2,0.925,0.961038961038961,200,21.334822416305542
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444F54A810>,2,0.2,0.925,0.961038961038961,200,21.795926332473755
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014489F02390>,3,0.2,0.935,0.9664082687338501,200,21.110771656036377
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014489F05250>,4,0.2,0.925,0.961038961038961,200,21.498859405517578
<Algoritmos.LP_PUL.LP_PUL object at 0x000001448A082CD0>,5,0.2,0.93,0.9637305699481865,200,20.812703847885132
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144A5F79BD0>,6,0.2,0.945,0.9717223650385605,200,22.015976190567017
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014489F04650>,7,0.2,0.925,0.961038961038961,200,21.035754680633545
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014489F50190>,8,0.2,0.935,0.9664082687338501,200,20.611658811569214
<Algoritmos.LP_PUL.LP_PUL object at 0x000001448A0937D0>,9,0.2,0.94,0.9690721649484536,200,20.882720470428467
<Algoritmos.LP_PUL.LP_PUL object at 0x000001448A0811D0>,0,0.25,0.94,0.9690721649484536,200,25.663801193237305
<Algoritmos.LP_PUL.LP_PUL object at 0x000001448A093E10>,1,0.25,0.935,0.9664082687338501,200,26.51399278640747
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014445170DD0>,2,0.25,0.94,0.9690721649484536,200,25.630793571472168
<Algoritmos.LP_PUL.LP_PUL object at 0x000001448A0774D0>,3,0.25,0.945,0.9717223650385605,200,25.818835496902466
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014445173F10>,4,0.25,0.935,0.9664082687338501,200,26.23492980003357
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014489F31950>,5,0.25,0.945,0.9717223650385605,200,25.626792430877686
<Algoritmos.LP_PUL.LP_PUL object at 0x000001448A090DD0>,6,0.25,0.945,0.9717223650385605,200,25.401741981506348
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014489F02150>,7,0.25,0.94,0.9690721649484536,200,25.951865911483765
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014421B92190>,8,0.25,0.935,0.9664082687338501,200,26.002877712249756
<Algoritmos.LP_PUL.LP_PUL object at 0x000001448A090C90>,9,0.25,0.92,0.9583333333333334,200,25.574780225753784
