Algoritmo,Itera̤̣o,Rate,acc,f1,RN len,tempo de execṳ̣o
AE_PUL,0,0.01,0.895,0.9445910290237467,200,1.95644211769104
GAE_PUL1,0,0.01,0.765,0.8668555240793201,200,2.054464340209961
GAE_PUL2,0,0.01,0.875,0.9333333333333333,200,2.1324820518493652
GAE_PUL3,0,0.01,0.765,0.8668555240793201,200,2.182492733001709
GAE_PUL4,0,0.01,0.91,0.9528795811518325,200,2.141484022140503
AE_PUL,1,0.01,0.915,0.9556135770234987,200,2.1084771156311035
GAE_PUL1,1,0.01,0.775,0.8732394366197184,200,2.133481740951538
GAE_PUL2,1,0.01,0.935,0.9664082687338501,200,2.116478204727173
GAE_PUL3,1,0.01,0.78,0.8764044943820225,200,2.101475238800049
GAE_PUL4,1,0.01,0.945,0.9717223650385605,200,2.016455888748169
AE_PUL,2,0.01,0.92,0.9583333333333334,200,1.9704458713531494
GAE_PUL1,2,0.01,0.765,0.8668555240793201,200,2.096472978591919
GAE_PUL2,2,0.01,0.94,0.9690721649484536,200,2.101475238800049
GAE_PUL3,2,0.01,0.75,0.8571428571428571,200,2.1544864177703857
GAE_PUL4,2,0.01,0.87,0.9304812834224598,200,2.143483877182007
AE_PUL,3,0.01,0.935,0.9664082687338501,200,1.9534409046173096
GAE_PUL1,3,0.01,0.765,0.8668555240793201,200,2.071467638015747
GAE_PUL2,3,0.01,0.915,0.9556135770234987,200,2.0714683532714844
GAE_PUL3,3,0.01,0.77,0.8700564971751412,200,2.1234793663024902
GAE_PUL4,3,0.01,0.895,0.9445910290237467,200,2.1504855155944824
AE_PUL,4,0.01,0.925,0.961038961038961,200,1.8894271850585938
GAE_PUL1,4,0.01,0.77,0.8700564971751412,200,2.0834708213806152
GAE_PUL2,4,0.01,0.92,0.9583333333333334,200,2.1614890098571777
GAE_PUL3,4,0.01,0.77,0.8700564971751412,200,2.004453182220459
GAE_PUL4,4,0.01,0.9,0.9473684210526316,200,2.1084766387939453
AE_PUL,5,0.01,0.895,0.9445910290237467,200,1.9354372024536133
GAE_PUL1,5,0.01,0.745,0.8538681948424068,200,2.0144553184509277
GAE_PUL2,5,0.01,0.875,0.9333333333333333,200,2.1634886264801025
GAE_PUL3,5,0.01,0.745,0.8538681948424068,200,2.0374603271484375
GAE_PUL4,5,0.01,0.89,0.9417989417989417,200,2.064466714859009
AE_PUL,6,0.01,0.955,0.9769820971867007,200,1.9364371299743652
GAE_PUL1,6,0.01,0.75,0.8571428571428571,200,2.080470561981201
GAE_PUL2,6,0.01,0.95,0.9743589743589743,200,2.132481336593628
