num_neg,acc_AE,f1_AE,acc_GAE1,f1_GAE1,acc_GAE2,f1_GAE2,acc_GAE3,f1_GAE3,acc_GAE4,f1_GAE4
177,0.8136,0.8972,0.8023,0.8903,0.8531,0.9207,0.8531,0.9207,0.7853,0.8797
178,0.809,0.8944,0.8034,0.891,0.8539,0.9212,0.8539,0.9212,0.7865,0.8805
179,0.8045,0.8916,0.8045,0.8916,0.8492,0.9184,0.8492,0.9184,0.7821,0.8777
180,0.8056,0.8923,0.8056,0.8923,0.85,0.9189,0.85,0.9189,0.7833,0.8785
181,0.8066,0.893,0.8011,0.8896,0.8508,0.9194,0.8508,0.9194,0.7845,0.8793
182,0.8077,0.8936,0.8022,0.8902,0.8462,0.9167,0.8462,0.9167,0.7802,0.8765
183,0.8087,0.8943,0.8033,0.8909,0.847,0.9172,0.847,0.9172,0.776,0.8738
184,0.8098,0.8949,0.8043,0.8916,0.8478,0.9176,0.8478,0.9176,0.7772,0.8746
185,0.8108,0.8955,0.8054,0.8922,0.8432,0.915,0.8432,0.915,0.773,0.872
186,0.8118,0.8961,0.8065,0.8929,0.8441,0.9155,0.8441,0.9155,0.7742,0.8727
187,0.8128,0.8968,0.8021,0.8902,0.8449,0.9159,0.8449,0.9159,0.7754,0.8735
188,0.8085,0.8941,0.7979,0.8876,0.8404,0.9133,0.8404,0.9133,0.7766,0.8743
189,0.8095,0.8947,0.7989,0.8882,0.8413,0.9138,0.8413,0.9138,0.7778,0.875
190,0.8105,0.8953,0.7947,0.8856,0.8421,0.9143,0.8421,0.9143,0.7737,0.8724
191,0.8063,0.8928,0.7906,0.883,0.8429,0.9148,0.8429,0.9148,0.7749,0.8732
192,0.8021,0.8902,0.7917,0.8837,0.8438,0.9153,0.8438,0.9153,0.776,0.8739
193,0.7979,0.8876,0.7876,0.8812,0.8446,0.9157,0.8446,0.9157,0.7772,0.8746
194,0.799,0.8883,0.7835,0.8786,0.8454,0.9162,0.8454,0.9162,0.7784,0.8754
195,0.8,0.8889,0.7846,0.8793,0.841,0.9136,0.841,0.9136,0.7795,0.8761
196,0.801,0.8895,0.7857,0.88,0.8367,0.9111,0.8367,0.9111,0.7755,0.8736
197,0.802,0.8901,0.7868,0.8807,0.8376,0.9116,0.8376,0.9116,0.7766,0.8743
198,0.803,0.8908,0.7879,0.8814,0.8384,0.9121,0.8384,0.9121,0.7778,0.875
199,0.804,0.8914,0.7839,0.8789,0.8392,0.9126,0.8392,0.9126,0.7789,0.8757
200,0.8,0.8889,0.785,0.8796,0.835,0.9101,0.835,0.9101,0.78,0.8764
201,0.796,0.8864,0.7861,0.8802,0.8358,0.9106,0.8358,0.9106,0.7811,0.8771
202,0.797,0.8871,0.7871,0.8809,0.8317,0.9081,0.8317,0.9081,0.7822,0.8778
203,0.7931,0.8846,0.7833,0.8785,0.8276,0.9057,0.8276,0.9057,0.7833,0.8785
204,0.7892,0.8822,0.7843,0.8791,0.8284,0.9062,0.8284,0.9062,0.7843,0.8791
205,0.7854,0.8798,0.7854,0.8798,0.8293,0.9067,0.8293,0.9067,0.7854,0.8798
206,0.7864,0.8804,0.7864,0.8804,0.8301,0.9072,0.8301,0.9072,0.7864,0.8804
207,0.7874,0.8811,0.7874,0.8811,0.8261,0.9048,0.8261,0.9048,0.7874,0.8811
208,0.7837,0.8787,0.7885,0.8817,0.8269,0.9053,0.8269,0.9053,0.7837,0.8787
209,0.7799,0.8763,0.7847,0.8794,0.8278,0.9058,0.8278,0.9058,0.7847,0.8794
210,0.7762,0.874,0.781,0.877,0.8286,0.9062,0.8286,0.9062,0.781,0.877
211,0.7725,0.8717,0.782,0.8777,0.8294,0.9067,0.8294,0.9067,0.782,0.8777
212,0.7736,0.8723,0.7783,0.8753,0.8302,0.9072,0.8302,0.9072,0.783,0.8783
213,0.7746,0.873,0.7746,0.873,0.8263,0.9049,0.8263,0.9049,0.784,0.8789
214,0.7757,0.8737,0.771,0.8707,0.8271,0.9054,0.8271,0.9054,0.785,0.8796
215,0.7721,0.8714,0.7721,0.8714,0.8279,0.9059,0.8279,0.9059,0.786,0.8802
216,0.7731,0.8721,0.7685,0.8691,0.8287,0.9063,0.8287,0.9063,0.7824,0.8779
217,0.7742,0.8727,0.7696,0.8698,0.8249,0.904,0.8249,0.904,0.7834,0.8786
218,0.7752,0.8734,0.7706,0.8705,0.8257,0.9045,0.8257,0.9045,0.7844,0.8792
219,0.7717,0.8711,0.7671,0.8682,0.8265,0.905,0.8265,0.905,0.7854,0.8798
220,0.7682,0.8689,0.7636,0.866,0.8273,0.9055,0.8273,0.9055,0.7864,0.8804
221,0.7647,0.8667,0.7602,0.8638,0.8281,0.9059,0.8281,0.9059,0.7873,0.881
222,0.7658,0.8673,0.7613,0.8645,0.8288,0.9064,0.8288,0.9064,0.7838,0.8788
223,0.7668,0.868,0.7578,0.8622,0.8296,0.9069,0.8296,0.9069,0.7803,0.8766
224,0.7679,0.8687,0.7545,0.8601,0.8259,0.9046,0.8259,0.9046,0.7768,0.8744
225,0.7644,0.8665,0.7556,0.8608,0.8267,0.9051,0.8267,0.9051,0.7778,0.875
226,0.7611,0.8643,0.7522,0.8586,0.8274,0.9056,0.8274,0.9056,0.7788,0.8756
227,0.7621,0.865,0.7533,0.8593,0.8282,0.906,0.8282,0.906,0.7797,0.8762
228,0.7632,0.8657,0.7544,0.86,0.8289,0.9065,0.8289,0.9065,0.7763,0.8741
229,0.7642,0.8663,0.7555,0.8607,0.8253,0.9043,0.8253,0.9043,0.7729,0.8719
230,0.7609,0.8642,0.7565,0.8614,0.8261,0.9048,0.8261,0.9048,0.7739,0.8725
231,0.7576,0.8621,0.7576,0.8621,0.8225,0.9026,0.8225,0.9026,0.7749,0.8732
232,0.7586,0.8627,0.7586,0.8627,0.8233,0.9031,0.8233,0.9031,0.7759,0.8738
233,0.7597,0.8634,0.7554,0.8606,0.824,0.9035,0.824,0.9035,0.7725,0.8717
234,0.7607,0.8641,0.7564,0.8613,0.8248,0.904,0.8248,0.904,0.7735,0.8723
235,0.7617,0.8647,0.7574,0.862,0.8255,0.9044,0.8255,0.9044,0.7702,0.8702
236,0.7585,0.8627,0.7585,0.8627,0.8263,0.9049,0.8263,0.9049,0.7712,0.8708
237,0.7553,0.8606,0.7595,0.8633,0.827,0.9053,0.827,0.9053,0.7722,0.8714
238,0.7521,0.8585,0.7605,0.864,0.8277,0.9057,0.8277,0.9057,0.7689,0.8694
239,0.7531,0.8592,0.7615,0.8646,0.8285,0.9062,0.8285,0.9062,0.7699,0.87
240,0.7542,0.8599,0.7583,0.8626,0.8292,0.9066,0.8292,0.9066,0.7708,0.8706
241,0.751,0.8578,0.7552,0.8605,0.8299,0.907,0.8299,0.907,0.7718,0.8712
242,0.7479,0.8558,0.7521,0.8585,0.8306,0.9074,0.8306,0.9074,0.7686,0.8692
243,0.749,0.8565,0.7531,0.8592,0.8313,0.9079,0.8313,0.9079,0.7695,0.8698
244,0.75,0.8571,0.7541,0.8598,0.832,0.9083,0.832,0.9083,0.7705,0.8704
245,0.7469,0.8551,0.751,0.8578,0.8327,0.9087,0.8327,0.9087,0.7714,0.871
246,0.748,0.8558,0.752,0.8585,0.8293,0.9067,0.8293,0.9067,0.7724,0.8716
247,0.749,0.8565,0.749,0.8565,0.83,0.9071,0.83,0.9071,0.7733,0.8721
248,0.75,0.8571,0.75,0.8571,0.8306,0.9075,0.8306,0.9075,0.7742,0.8727
249,0.751,0.8578,0.747,0.8552,0.8313,0.9079,0.8313,0.9079,0.7711,0.8707
1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3,1.0,1.0,1.0,1.0,0.3333,0.5,0.3333,0.5,1.0,1.0
4,1.0,1.0,1.0,1.0,0.5,0.6667,0.5,0.6667,1.0,1.0
5,1.0,1.0,1.0,1.0,0.6,0.75,0.6,0.75,1.0,1.0
6,1.0,1.0,1.0,1.0,0.6667,0.8,0.6667,0.8,1.0,1.0
7,1.0,1.0,1.0,1.0,0.7143,0.8333,0.7143,0.8333,1.0,1.0
8,1.0,1.0,1.0,1.0,0.625,0.7692,0.625,0.7692,1.0,1.0
9,1.0,1.0,1.0,1.0,0.6667,0.8,0.6667,0.8,1.0,1.0
10,1.0,1.0,1.0,1.0,0.7,0.8235,0.7,0.8235,0.9,0.9474
11,1.0,1.0,1.0,1.0,0.7273,0.8421,0.7273,0.8421,0.9091,0.9524
12,0.9167,0.9565,1.0,1.0,0.6667,0.8,0.6667,0.8,0.9167,0.9565
13,0.9231,0.96,1.0,1.0,0.6154,0.7619,0.6154,0.7619,0.9231,0.96
14,0.9286,0.963,1.0,1.0,0.6429,0.7826,0.6429,0.7826,0.9286,0.963
15,0.9333,0.9655,1.0,1.0,0.6667,0.8,0.6667,0.8,0.9333,0.9655
16,0.9375,0.9677,1.0,1.0,0.6875,0.8148,0.6875,0.8148,0.9375,0.9677
17,0.9412,0.9697,1.0,1.0,0.7059,0.8276,0.7059,0.8276,0.9412,0.9697
18,0.9444,0.9714,1.0,1.0,0.7222,0.8387,0.7222,0.8387,0.9444,0.9714
19,0.9474,0.973,1.0,1.0,0.7368,0.8485,0.7368,0.8485,0.9474,0.973
20,0.95,0.9744,1.0,1.0,0.75,0.8571,0.75,0.8571,0.9,0.9474
21,0.9524,0.9756,1.0,1.0,0.7619,0.8649,0.7619,0.8649,0.9048,0.95
22,0.9545,0.9767,0.9545,0.9767,0.7727,0.8718,0.7727,0.8718,0.9091,0.9524
23,0.9565,0.9778,0.9565,0.9778,0.7826,0.878,0.7826,0.878,0.913,0.9545
24,0.9583,0.9787,0.9167,0.9565,0.7917,0.8837,0.7917,0.8837,0.875,0.9333
25,0.96,0.9796,0.92,0.9583,0.8,0.8889,0.8,0.8889,0.88,0.9362
26,0.9615,0.9804,0.9231,0.96,0.8077,0.8936,0.8077,0.8936,0.8846,0.9388
27,0.963,0.9811,0.9259,0.9615,0.8148,0.898,0.8148,0.898,0.8889,0.9412
28,0.9643,0.9818,0.9286,0.963,0.8214,0.902,0.8214,0.902,0.8929,0.9434
29,0.9655,0.9825,0.931,0.9643,0.8276,0.9057,0.8276,0.9057,0.8966,0.9455
30,0.9667,0.9831,0.9333,0.9655,0.8333,0.9091,0.8333,0.9091,0.8667,0.9286
31,0.9355,0.9667,0.9355,0.9667,0.8387,0.9123,0.8387,0.9123,0.871,0.931
32,0.9062,0.9508,0.9375,0.9677,0.8438,0.9153,0.8438,0.9153,0.875,0.9333
33,0.9091,0.9524,0.9394,0.9688,0.8182,0.9,0.8182,0.9,0.8788,0.9355
34,0.9118,0.9538,0.9118,0.9538,0.8235,0.9032,0.8235,0.9032,0.8824,0.9375
35,0.8857,0.9394,0.9143,0.9552,0.8286,0.9062,0.8286,0.9062,0.8857,0.9394
36,0.8611,0.9254,0.9167,0.9565,0.8333,0.9091,0.8333,0.9091,0.8889,0.9412
37,0.8649,0.9275,0.9189,0.9577,0.8108,0.8955,0.8108,0.8955,0.8919,0.9429
38,0.8684,0.9296,0.8947,0.9444,0.8158,0.8986,0.8158,0.8986,0.8947,0.9444
39,0.8718,0.9315,0.8974,0.9459,0.8205,0.9014,0.8205,0.9014,0.8974,0.9459
40,0.875,0.9333,0.9,0.9474,0.825,0.9041,0.825,0.9041,0.9,0.9474
41,0.878,0.9351,0.9024,0.9487,0.8293,0.9067,0.8293,0.9067,0.9024,0.9487
42,0.881,0.9367,0.881,0.9367,0.8333,0.9091,0.8333,0.9091,0.9048,0.95
43,0.8837,0.9383,0.8837,0.9383,0.8372,0.9114,0.8372,0.9114,0.907,0.9512
44,0.8864,0.9398,0.8864,0.9398,0.8409,0.9136,0.8409,0.9136,0.9091,0.9524
45,0.8889,0.9412,0.8667,0.9286,0.8444,0.9157,0.8444,0.9157,0.9111,0.9535
46,0.8913,0.9425,0.8696,0.9302,0.8478,0.9176,0.8478,0.9176,0.913,0.9545
47,0.8936,0.9438,0.8723,0.9318,0.8511,0.9195,0.8511,0.9195,0.9149,0.9556
48,0.8958,0.9451,0.875,0.9333,0.8333,0.9091,0.8333,0.9091,0.8958,0.9451
49,0.898,0.9462,0.8776,0.9348,0.8367,0.9111,0.8367,0.9111,0.898,0.9462
50,0.9,0.9474,0.88,0.9362,0.84,0.913,0.84,0.913,0.9,0.9474
51,0.902,0.9485,0.8824,0.9375,0.8235,0.9032,0.8235,0.9032,0.902,0.9485
52,0.9038,0.9495,0.8846,0.9388,0.8077,0.8936,0.8077,0.8936,0.9038,0.9495
53,0.9057,0.9505,0.8868,0.94,0.8113,0.8958,0.8113,0.8958,0.9057,0.9505
54,0.9074,0.9515,0.8889,0.9412,0.8148,0.898,0.8148,0.898,0.9074,0.9515
55,0.9091,0.9524,0.8909,0.9423,0.8182,0.9,0.8182,0.9,0.9091,0.9524
56,0.9107,0.9533,0.8929,0.9434,0.8214,0.902,0.8214,0.902,0.9107,0.9533
57,0.9123,0.9541,0.8772,0.9346,0.8246,0.9038,0.8246,0.9038,0.9123,0.9541
58,0.9138,0.955,0.8793,0.9358,0.8276,0.9057,0.8276,0.9057,0.9138,0.955
59,0.9153,0.9558,0.8814,0.9369,0.8305,0.9074,0.8305,0.9074,0.9153,0.9558
60,0.9167,0.9565,0.8833,0.9381,0.8333,0.9091,0.8333,0.9091,0.9167,0.9565
61,0.918,0.9573,0.8852,0.9391,0.8361,0.9107,0.8361,0.9107,0.9016,0.9483
62,0.9194,0.958,0.8871,0.9402,0.8387,0.9123,0.8387,0.9123,0.9032,0.9492
63,0.9206,0.9587,0.8889,0.9412,0.8413,0.9138,0.8413,0.9138,0.9048,0.95
64,0.9219,0.9593,0.8906,0.9421,0.8438,0.9153,0.8438,0.9153,0.9062,0.9508
65,0.9231,0.96,0.8923,0.9431,0.8308,0.9076,0.8308,0.9076,0.9077,0.9516
66,0.9091,0.9524,0.8939,0.944,0.8333,0.9091,0.8333,0.9091,0.9091,0.9524
67,0.9104,0.9531,0.8955,0.9449,0.8358,0.9106,0.8358,0.9106,0.9104,0.9531
68,0.9118,0.9538,0.8971,0.9457,0.8382,0.912,0.8382,0.912,0.9118,0.9538
69,0.8986,0.9466,0.8841,0.9385,0.8406,0.9134,0.8406,0.9134,0.8986,0.9466
70,0.9,0.9474,0.8857,0.9394,0.8429,0.9147,0.8429,0.9147,0.8857,0.9394
71,0.9014,0.9481,0.8873,0.9403,0.8451,0.916,0.8451,0.916,0.8732,0.9323
72,0.9028,0.9489,0.8889,0.9412,0.8472,0.9173,0.8472,0.9173,0.8611,0.9254
73,0.9041,0.9496,0.8904,0.942,0.8493,0.9185,0.8493,0.9185,0.863,0.9265
74,0.8919,0.9429,0.8919,0.9429,0.8514,0.9197,0.8514,0.9197,0.8649,0.9275
75,0.8933,0.9437,0.88,0.9362,0.8533,0.9209,0.8533,0.9209,0.8667,0.9286
76,0.8947,0.9444,0.8684,0.9296,0.8553,0.922,0.8553,0.922,0.8684,0.9296
77,0.8961,0.9452,0.8701,0.9306,0.8571,0.9231,0.8571,0.9231,0.8701,0.9306
78,0.8846,0.9388,0.8718,0.9315,0.859,0.9241,0.859,0.9241,0.8718,0.9315
79,0.8734,0.9324,0.8734,0.9324,0.8608,0.9252,0.8608,0.9252,0.8608,0.9252
80,0.875,0.9333,0.875,0.9333,0.85,0.9189,0.85,0.9189,0.85,0.9189
81,0.8765,0.9342,0.8765,0.9342,0.8519,0.92,0.8519,0.92,0.8519,0.92
82,0.878,0.9351,0.878,0.9351,0.8537,0.9211,0.8537,0.9211,0.8537,0.9211
83,0.8795,0.9359,0.8795,0.9359,0.8554,0.9221,0.8554,0.9221,0.8554,0.9221
84,0.881,0.9367,0.881,0.9367,0.8571,0.9231,0.8571,0.9231,0.8571,0.9231
85,0.8824,0.9375,0.8824,0.9375,0.8588,0.9241,0.8588,0.9241,0.8588,0.9241
86,0.8837,0.9383,0.8837,0.9383,0.8605,0.925,0.8605,0.925,0.8605,0.925
87,0.8851,0.939,0.8851,0.939,0.8506,0.9193,0.8506,0.9193,0.8621,0.9259
88,0.8864,0.9398,0.8864,0.9398,0.8523,0.9202,0.8523,0.9202,0.8636,0.9268
89,0.8876,0.9405,0.8876,0.9405,0.8539,0.9212,0.8539,0.9212,0.8652,0.9277
90,0.8889,0.9412,0.8889,0.9412,0.8556,0.9222,0.8556,0.9222,0.8667,0.9286
91,0.8901,0.9419,0.8791,0.9357,0.8571,0.9231,0.8571,0.9231,0.8681,0.9294
92,0.8913,0.9425,0.8804,0.9364,0.8587,0.924,0.8587,0.924,0.8587,0.924
93,0.8925,0.9432,0.871,0.931,0.8495,0.9186,0.8495,0.9186,0.8495,0.9186
94,0.8936,0.9438,0.8723,0.9318,0.8511,0.9195,0.8511,0.9195,0.8511,0.9195
95,0.8947,0.9444,0.8632,0.9266,0.8526,0.9205,0.8526,0.9205,0.8421,0.9143
96,0.8958,0.9451,0.8542,0.9213,0.8542,0.9213,0.8542,0.9213,0.8438,0.9153
97,0.8969,0.9457,0.8557,0.9222,0.8557,0.9222,0.8557,0.9222,0.8454,0.9162
98,0.898,0.9462,0.8571,0.9231,0.8469,0.9171,0.8469,0.9171,0.8469,0.9171
99,0.899,0.9468,0.8586,0.9239,0.8485,0.918,0.8485,0.918,0.8485,0.918
100,0.89,0.9418,0.86,0.9247,0.85,0.9189,0.85,0.9189,0.85,0.9189
101,0.8911,0.9424,0.8614,0.9255,0.8515,0.9198,0.8515,0.9198,0.8416,0.914
102,0.8824,0.9375,0.8627,0.9263,0.8529,0.9206,0.8529,0.9206,0.8333,0.9091
103,0.8835,0.9381,0.8641,0.9271,0.8544,0.9215,0.8544,0.9215,0.835,0.9101
104,0.8846,0.9388,0.8654,0.9278,0.8558,0.9223,0.8558,0.9223,0.8365,0.911
105,0.8762,0.934,0.8667,0.9286,0.8571,0.9231,0.8571,0.9231,0.8381,0.9119
106,0.8679,0.9293,0.8679,0.9293,0.8585,0.9239,0.8585,0.9239,0.8396,0.9128
107,0.8692,0.93,0.8692,0.93,0.8598,0.9246,0.8598,0.9246,0.8411,0.9137
108,0.8704,0.9307,0.8704,0.9307,0.8611,0.9254,0.8611,0.9254,0.8426,0.9146
109,0.8716,0.9314,0.8624,0.9261,0.8624,0.9261,0.8624,0.9261,0.844,0.9154
110,0.8727,0.932,0.8636,0.9268,0.8636,0.9268,0.8636,0.9268,0.8455,0.9163
111,0.8739,0.9327,0.8649,0.9275,0.8649,0.9275,0.8649,0.9275,0.8468,0.9171
112,0.875,0.9333,0.8661,0.9282,0.8661,0.9282,0.8661,0.9282,0.8482,0.9179
113,0.8673,0.9289,0.8673,0.9289,0.8673,0.9289,0.8673,0.9289,0.8496,0.9187
114,0.8596,0.9245,0.8684,0.9296,0.8684,0.9296,0.8684,0.9296,0.8509,0.9194
115,0.8522,0.9202,0.8696,0.9302,0.8696,0.9302,0.8696,0.9302,0.8522,0.9202
116,0.8534,0.9209,0.8707,0.9309,0.8707,0.9309,0.8707,0.9309,0.8534,0.9209
117,0.8547,0.9217,0.8718,0.9315,0.8718,0.9315,0.8718,0.9315,0.8462,0.9167
118,0.8559,0.9224,0.8729,0.9321,0.8729,0.9321,0.8729,0.9321,0.8475,0.9174
119,0.8571,0.9231,0.8655,0.9279,0.8739,0.9327,0.8739,0.9327,0.8487,0.9182
120,0.8583,0.9238,0.8667,0.9286,0.875,0.9333,0.875,0.9333,0.85,0.9189
121,0.8595,0.9244,0.8678,0.9292,0.876,0.9339,0.876,0.9339,0.843,0.9148
122,0.8607,0.9251,0.8689,0.9298,0.877,0.9345,0.877,0.9345,0.8443,0.9156
123,0.8537,0.9211,0.8618,0.9258,0.878,0.9351,0.878,0.9351,0.8455,0.9163
124,0.8548,0.9217,0.8629,0.9264,0.879,0.9356,0.879,0.9356,0.8468,0.917
125,0.856,0.9224,0.864,0.927,0.88,0.9362,0.88,0.9362,0.848,0.9177
126,0.8571,0.9231,0.8651,0.9277,0.881,0.9367,0.881,0.9367,0.8413,0.9138
127,0.8583,0.9237,0.8661,0.9283,0.8819,0.9372,0.8819,0.9372,0.8425,0.9145
128,0.8594,0.9244,0.8594,0.9244,0.8828,0.9378,0.8828,0.9378,0.8438,0.9153
129,0.8605,0.925,0.8605,0.925,0.8837,0.9383,0.8837,0.9383,0.845,0.916
130,0.8615,0.9256,0.8615,0.9256,0.8846,0.9388,0.8846,0.9388,0.8462,0.9167
131,0.855,0.9218,0.8626,0.9262,0.8855,0.9393,0.8855,0.9393,0.8473,0.9174
132,0.8485,0.918,0.8561,0.9224,0.8864,0.9398,0.8864,0.9398,0.8409,0.9136
133,0.8496,0.9187,0.8571,0.9231,0.8797,0.936,0.8797,0.936,0.8346,0.9098
134,0.8507,0.9194,0.8507,0.9194,0.8806,0.9365,0.8806,0.9365,0.8358,0.9106
135,0.8444,0.9157,0.8519,0.92,0.8741,0.9328,0.8741,0.9328,0.8296,0.9069
136,0.8456,0.9163,0.8529,0.9206,0.875,0.9333,0.875,0.9333,0.8235,0.9032
137,0.8467,0.917,0.854,0.9213,0.8759,0.9339,0.8759,0.9339,0.8248,0.904
138,0.8406,0.9134,0.8478,0.9176,0.8768,0.9344,0.8768,0.9344,0.8261,0.9048
139,0.8417,0.9141,0.8489,0.9183,0.8777,0.9349,0.8777,0.9349,0.8273,0.9055
140,0.8429,0.9147,0.85,0.9189,0.8786,0.9354,0.8786,0.9354,0.8286,0.9062
141,0.844,0.9154,0.8511,0.9195,0.8723,0.9318,0.8723,0.9318,0.8227,0.9027
142,0.838,0.9119,0.8451,0.916,0.8732,0.9323,0.8732,0.9323,0.8169,0.8992
143,0.8392,0.9125,0.8392,0.9125,0.8741,0.9328,0.8741,0.9328,0.8112,0.8958
144,0.8403,0.9132,0.8403,0.9132,0.875,0.9333,0.875,0.9333,0.8125,0.8966
145,0.8414,0.9139,0.8414,0.9139,0.869,0.9299,0.869,0.9299,0.8138,0.8973
146,0.8425,0.9145,0.8425,0.9145,0.863,0.9265,0.863,0.9265,0.8151,0.8981
147,0.8435,0.9151,0.8435,0.9151,0.8639,0.927,0.8639,0.927,0.8163,0.8989
148,0.8446,0.9158,0.8446,0.9158,0.8649,0.9275,0.8649,0.9275,0.8176,0.8996
149,0.8389,0.9124,0.8389,0.9124,0.8658,0.9281,0.8658,0.9281,0.8188,0.9004
150,0.84,0.913,0.8333,0.9091,0.8667,0.9286,0.8667,0.9286,0.82,0.9011
151,0.8411,0.9137,0.8344,0.9097,0.8675,0.9291,0.8675,0.9291,0.8212,0.9018
152,0.8355,0.9104,0.8289,0.9065,0.8684,0.9296,0.8684,0.9296,0.8224,0.9025
153,0.8366,0.911,0.8301,0.9071,0.8693,0.9301,0.8693,0.9301,0.8235,0.9032
154,0.8312,0.9078,0.8312,0.9078,0.8701,0.9306,0.8701,0.9306,0.8247,0.9039
155,0.8323,0.9085,0.8323,0.9085,0.871,0.931,0.871,0.931,0.8258,0.9046
156,0.8333,0.9091,0.8269,0.9053,0.8718,0.9315,0.8718,0.9315,0.8269,0.9053
157,0.8344,0.9097,0.8217,0.9021,0.8726,0.932,0.8726,0.932,0.8217,0.9021
158,0.8354,0.9103,0.8228,0.9028,0.8734,0.9324,0.8734,0.9324,0.8165,0.899
159,0.8365,0.911,0.8239,0.9034,0.8742,0.9329,0.8742,0.9329,0.8176,0.8997
160,0.8375,0.9116,0.825,0.9041,0.875,0.9333,0.875,0.9333,0.8125,0.8966
161,0.8385,0.9122,0.8261,0.9048,0.8696,0.9302,0.8696,0.9302,0.8137,0.8973
162,0.8395,0.9128,0.8272,0.9054,0.8704,0.9307,0.8704,0.9307,0.8148,0.898
163,0.8405,0.9133,0.8282,0.906,0.8712,0.9311,0.8712,0.9311,0.816,0.8986
164,0.8415,0.9139,0.8232,0.903,0.872,0.9316,0.872,0.9316,0.8171,0.8993
165,0.8424,0.9145,0.8242,0.9037,0.8667,0.9286,0.8667,0.9286,0.8182,0.9
166,0.8434,0.915,0.8253,0.9043,0.8675,0.929,0.8675,0.929,0.8133,0.897
167,0.8443,0.9156,0.8204,0.9013,0.8623,0.926,0.8623,0.926,0.8144,0.8977
168,0.8452,0.9161,0.8214,0.902,0.8631,0.9265,0.8631,0.9265,0.8095,0.8947
169,0.8462,0.9167,0.8166,0.899,0.8639,0.927,0.8639,0.927,0.8107,0.8954
170,0.8471,0.9172,0.8118,0.8961,0.8588,0.9241,0.8588,0.9241,0.8059,0.8925
171,0.848,0.9177,0.8129,0.8968,0.8596,0.9245,0.8596,0.9245,0.807,0.8932
172,0.843,0.9148,0.8081,0.8939,0.8605,0.925,0.8605,0.925,0.8081,0.8939
173,0.8439,0.9154,0.8035,0.891,0.8613,0.9255,0.8613,0.9255,0.8035,0.891
174,0.8391,0.9125,0.7989,0.8882,0.8621,0.9259,0.8621,0.9259,0.8046,0.8917
175,0.84,0.913,0.8,0.8889,0.8629,0.9264,0.8629,0.9264,0.8057,0.8924
176,0.8352,0.9102,0.8011,0.8896,0.8636,0.9268,0.8636,0.9268,0.8068,0.8931
177,0.8305,0.9074,0.8023,0.8903,0.8588,0.924,0.8588,0.924,0.8023,0.8903
178,0.8315,0.908,0.8034,0.891,0.8596,0.9245,0.8596,0.9245,0.7978,0.8875
179,0.8324,0.9085,0.8045,0.8916,0.8603,0.9249,0.8603,0.9249,0.7989,0.8882
180,0.8333,0.9091,0.8056,0.8923,0.8556,0.9222,0.8556,0.9222,0.8,0.8889
181,0.8343,0.9096,0.8011,0.8896,0.8564,0.9226,0.8564,0.9226,0.7956,0.8862
182,0.8352,0.9102,0.8022,0.8902,0.8571,0.9231,0.8571,0.9231,0.7967,0.8869
183,0.8361,0.9107,0.7978,0.8875,0.8525,0.9204,0.8525,0.9204,0.7978,0.8875
184,0.837,0.9112,0.7989,0.8882,0.8533,0.9208,0.8533,0.9208,0.7989,0.8882
185,0.8324,0.9086,0.8,0.8889,0.8541,0.9213,0.8541,0.9213,0.8,0.8889
186,0.828,0.9059,0.8011,0.8896,0.8495,0.9186,0.8495,0.9186,0.8011,0.8896
187,0.8289,0.9064,0.7968,0.8869,0.8503,0.9191,0.8503,0.9191,0.8021,0.8902
188,0.8298,0.907,0.7926,0.8843,0.8511,0.9195,0.8511,0.9195,0.7979,0.8876
189,0.8307,0.9075,0.7884,0.8817,0.8519,0.92,0.8519,0.92,0.7989,0.8882
190,0.8263,0.9049,0.7842,0.8791,0.8526,0.9205,0.8526,0.9205,0.7947,0.8856
191,0.8272,0.9054,0.7853,0.8798,0.8534,0.9209,0.8534,0.9209,0.7906,0.883
192,0.8281,0.906,0.7865,0.8805,0.8542,0.9213,0.8542,0.9213,0.7917,0.8837
193,0.8238,0.9034,0.7876,0.8812,0.8497,0.9188,0.8497,0.9188,0.7927,0.8844
194,0.8247,0.904,0.7887,0.8818,0.8454,0.9162,0.8454,0.9162,0.7938,0.8851
195,0.8256,0.9045,0.7897,0.8825,0.8462,0.9167,0.8462,0.9167,0.7897,0.8825
196,0.8214,0.902,0.7908,0.8832,0.8418,0.9141,0.8418,0.9141,0.7857,0.88
197,0.8223,0.9025,0.7919,0.8839,0.8426,0.9146,0.8426,0.9146,0.7868,0.8807
198,0.8182,0.9,0.7929,0.8845,0.8434,0.9151,0.8434,0.9151,0.7879,0.8814
199,0.8191,0.9006,0.794,0.8852,0.8392,0.9126,0.8392,0.9126,0.7839,0.8789
200,0.815,0.8981,0.79,0.8827,0.84,0.913,0.84,0.913,0.785,0.8796
201,0.8159,0.8986,0.7861,0.8802,0.8358,0.9106,0.8358,0.9106,0.7861,0.8802
202,0.8168,0.8992,0.7822,0.8778,0.8366,0.9111,0.8366,0.9111,0.7871,0.8809
203,0.8128,0.8967,0.7833,0.8785,0.8374,0.9115,0.8374,0.9115,0.7882,0.8815
