Algoritmo,Itera̤̣o,Rate,acc,f1,RN len,tempo de execṳ̣o
<Algoritmos.MCLS.MCLS object at 0x00000144451F52D0>,2,0.03,0.96,0.9795918367346939,50,0.06101393699645996
<Algoritmos.MCLS.MCLS object at 0x000001444C825150>,3,0.03,0.76,0.8636363636363636,50,0.06601428985595703
<Algoritmos.MCLS.MCLS object at 0x0000014420102F10>,4,0.03,0.29411764705882354,0.45454545454545453,34,0.05101132392883301
<Algoritmos.MCLS.MCLS object at 0x000001444C8246D0>,5,0.03,0.18,0.3050847457627119,50,0.05501246452331543
<Algoritmos.MCLS.MCLS object at 0x00000144451F7490>,6,0.03,0.68,0.8095238095238095,50,0.06701493263244629
<Algoritmos.MCLS.MCLS object at 0x000001444C824E50>,7,0.03,0.8,0.888888888888889,50,0.06301450729370117
<Algoritmos.MCLS.MCLS object at 0x00000144451F7E50>,8,0.03,0.4722222222222222,0.6415094339622641,36,0.0490107536315918
<Algoritmos.MCLS.MCLS object at 0x00000144451F4090>,9,0.03,0.92,0.9583333333333334,50,0.06701469421386719
<Algoritmos.MCLS.MCLS object at 0x00000144451F7850>,0,0.04,0.68,0.8095238095238095,50,0.06301403045654297
<Algoritmos.MCLS.MCLS object at 0x000001444B72EB10>,1,0.04,0.54,0.7012987012987013,50,0.06501460075378418
<Algoritmos.MCLS.MCLS object at 0x00000144451F4E90>,2,0.04,0.6,0.7499999999999999,50,0.07401633262634277
<Algoritmos.MCLS.MCLS object at 0x00000144451F4C50>,3,0.04,0.76,0.8636363636363636,50,0.060013532638549805
<Algoritmos.MCLS.MCLS object at 0x00000144451F6D50>,4,0.04,0.54,0.7012987012987013,50,0.0690150260925293
<Algoritmos.MCLS.MCLS object at 0x000001444B72F890>,5,0.04,0.7,0.8235294117647058,50,0.06101369857788086
<Algoritmos.MCLS.MCLS object at 0x000001444B72DCD0>,6,0.04,0.24,0.3870967741935484,50,0.07101607322692871
<Algoritmos.MCLS.MCLS object at 0x00000144451F6C10>,7,0.04,0.64,0.7804878048780487,50,0.08301854133605957
<Algoritmos.MCLS.MCLS object at 0x000001444B72EB50>,8,0.04,0.76,0.8636363636363636,50,0.058012962341308594
<Algoritmos.MCLS.MCLS object at 0x000001444B72F110>,9,0.04,0.22,0.36065573770491804,50,0.07201623916625977
<Algoritmos.MCLS.MCLS object at 0x000001444C825210>,0,0.05,0.86,0.924731182795699,50,0.06301426887512207
<Algoritmos.MCLS.MCLS object at 0x0000014421B9EF10>,1,0.05,0.22,0.36065573770491804,50,0.07001519203186035
<Algoritmos.MCLS.MCLS object at 0x000001444B72CB50>,2,0.05,0.3,0.4615384615384615,50,0.0690152645111084
<Algoritmos.MCLS.MCLS object at 0x000001448A046710>,3,0.05,0.76,0.8636363636363636,50,0.06301403045654297
<Algoritmos.MCLS.MCLS object at 0x000001444B72E110>,4,0.05,0.76,0.8636363636363636,50,0.06301426887512207
<Algoritmos.MCLS.MCLS object at 0x000001444B72E7D0>,5,0.05,0.62,0.7654320987654321,50,0.06301403045654297
<Algoritmos.MCLS.MCLS object at 0x00000144451F6510>,6,0.05,0.24,0.3870967741935484,50,0.07201576232910156
<Algoritmos.MCLS.MCLS object at 0x0000014489F53A10>,7,0.05,0.58,0.7341772151898733,50,0.06101346015930176
<Algoritmos.MCLS.MCLS object at 0x000001444B72F050>,8,0.05,0.64,0.7804878048780487,50,0.06301426887512207
<Algoritmos.MCLS.MCLS object at 0x000001444B72F7D0>,9,0.05,0.76,0.8636363636363636,50,0.07301616668701172
<Algoritmos.MCLS.MCLS object at 0x00000144451F6BD0>,0,0.1,0.6,0.7499999999999999,50,0.07201623916625977
<Algoritmos.MCLS.MCLS object at 0x0000014421B6D810>,1,0.1,0.76,0.8636363636363636,50,0.07001590728759766
<Algoritmos.MCLS.MCLS object at 0x00000144451F4D90>,2,0.1,0.78,0.8764044943820225,50,0.07701706886291504
<Algoritmos.MCLS.MCLS object at 0x0000014421B8BE10>,3,0.1,0.4,0.5714285714285715,50,0.07101631164550781
<Algoritmos.MCLS.MCLS object at 0x00000144451F6B10>,4,0.1,0.22,0.36065573770491804,50,0.06801533699035645
<Algoritmos.MCLS.MCLS object at 0x000001444B72DF10>,5,0.1,0.54,0.7012987012987013,50,0.07701754570007324
<Algoritmos.MCLS.MCLS object at 0x00000144451F4690>,6,0.1,0.38,0.5507246376811594,50,0.07401657104492188
<Algoritmos.MCLS.MCLS object at 0x00000144451F5910>,7,0.1,0.4,0.5714285714285715,50,0.07201576232910156
<Algoritmos.MCLS.MCLS object at 0x000001444B72F350>,8,0.1,0.76,0.8636363636363636,50,0.0690152645111084
<Algoritmos.MCLS.MCLS object at 0x000001444B72F310>,9,0.1,0.38,0.5507246376811594,50,0.0690157413482666
<Algoritmos.MCLS.MCLS object at 0x000001444B72E390>,0,0.15,0.94,0.9690721649484536,50,0.06101369857788086
<Algoritmos.MCLS.MCLS object at 0x00000144451F4550>,1,0.15,0.24,0.3870967741935484,50,0.08401870727539062
<Algoritmos.MCLS.MCLS object at 0x00000144451F61D0>,2,0.15,0.3,0.4615384615384615,50,0.08101773262023926
<Algoritmos.MCLS.MCLS object at 0x000001444B72CF90>,3,0.15,0.74,0.8505747126436781,50,0.06301403045654297
<Algoritmos.MCLS.MCLS object at 0x000001444C825750>,4,0.15,0.48,0.6486486486486487,50,0.06401419639587402
<Algoritmos.MCLS.MCLS object at 0x000001444C827ED0>,5,0.15,0.9,0.9473684210526316,50,0.061012983322143555
<Algoritmos.MCLS.MCLS object at 0x000001444C827B50>,6,0.15,0.78,0.8764044943820225,50,0.06401419639587402
<Algoritmos.MCLS.MCLS object at 0x00000144451F7AD0>,7,0.15,0.7,0.8235294117647058,50,0.06301403045654297
<Algoritmos.MCLS.MCLS object at 0x000001444B72FF50>,8,0.15,0.66,0.7951807228915663,50,0.05901360511779785
<Algoritmos.MCLS.MCLS object at 0x000001444B72FF10>,9,0.15,0.6,0.7499999999999999,50,0.06601476669311523
<Algoritmos.MCLS.MCLS object at 0x0000014421B6EF90>,0,0.2,0.62,0.7654320987654321,50,0.06301426887512207
<Algoritmos.MCLS.MCLS object at 0x000001444C725D10>,1,0.2,0.94,0.9690721649484536,50,0.060013771057128906
<Algoritmos.MCLS.MCLS object at 0x00000144451F40D0>,2,0.2,0.92,0.9583333333333334,50,0.06101346015930176
<Algoritmos.MCLS.MCLS object at 0x0000014421B6ED50>,3,0.2,0.92,0.9583333333333334,50,0.06301379203796387
<Algoritmos.MCLS.MCLS object at 0x00000144451F4650>,4,0.2,0.92,0.9583333333333334,50,0.06301403045654297
<Algoritmos.MCLS.MCLS object at 0x000001444B72DD90>,5,0.2,0.92,0.9583333333333334,50,0.06401419639587402
<Algoritmos.MCLS.MCLS object at 0x000001444C826450>,6,0.2,0.66,0.7951807228915663,50,0.06301403045654297
<Algoritmos.MCLS.MCLS object at 0x0000014445405450>,7,0.2,0.74,0.8505747126436781,50,0.06501436233520508
<Algoritmos.MCLS.MCLS object at 0x000001444B72D150>,8,0.2,0.92,0.9583333333333334,50,0.06401371955871582
<Algoritmos.MCLS.MCLS object at 0x00000144451F7950>,9,0.2,0.88,0.9361702127659575,50,0.06701469421386719
<Algoritmos.MCLS.MCLS object at 0x000001444B72C2D0>,0,0.25,0.94,0.9690721649484536,50,0.06101369857788086
<Algoritmos.MCLS.MCLS object at 0x00000144451F59D0>,1,0.25,0.92,0.9583333333333334,50,0.062013864517211914
<Algoritmos.MCLS.MCLS object at 0x0000014489F52890>,2,0.25,0.96,0.9795918367346939,50,0.05901336669921875
<Algoritmos.MCLS.MCLS object at 0x0000014421B6E0D0>,3,0.25,0.94,0.9690721649484536,50,0.06101369857788086
<Algoritmos.MCLS.MCLS object at 0x0000014447D4AED0>,4,0.25,0.94,0.9690721649484536,50,0.060013532638549805
<Algoritmos.MCLS.MCLS object at 0x0000014447D4B510>,5,0.25,0.94,0.9690721649484536,50,0.06101393699645996
<Algoritmos.MCLS.MCLS object at 0x00000144A6026850>,6,0.25,0.96,0.9795918367346939,50,0.062014102935791016
<Algoritmos.MCLS.MCLS object at 0x00000144A60253D0>,7,0.25,0.94,0.9690721649484536,50,0.060013532638549805
<Algoritmos.MCLS.MCLS object at 0x00000144A6027350>,8,0.25,0.92,0.9583333333333334,50,0.062014102935791016
<Algoritmos.MCLS.MCLS object at 0x0000014445409CD0>,9,0.25,0.62,0.7654320987654321,50,0.06401443481445312
