Algoritmo,Itera̤̣o,Rate,acc,f1,RN len,tempo de execṳ̣o
<Algoritmos.MCLS.MCLS object at 0x000001442434E010>,6,0.03,0.635,0.7767584097859327,200,0.6301424503326416
<Algoritmos.MCLS.MCLS object at 0x000001442434DA10>,7,0.03,0.62,0.7654320987654321,200,0.5461235046386719
<Algoritmos.MCLS.MCLS object at 0x0000014424378090>,8,0.03,0.685,0.8130563798219584,200,0.6251411437988281
<Algoritmos.MCLS.MCLS object at 0x0000014421B9B3D0>,9,0.03,0.305,0.4674329501915709,200,0.5261187553405762
<Algoritmos.MCLS.MCLS object at 0x0000014421B98E10>,0,0.04,0.66,0.7951807228915663,200,0.5901336669921875
<Algoritmos.MCLS.MCLS object at 0x00000144243348D0>,1,0.04,0.865,0.9276139410187667,200,0.6371440887451172
<Algoritmos.MCLS.MCLS object at 0x000001444526C3D0>,2,0.04,0.88,0.9361702127659575,200,0.622140645980835
<Algoritmos.MCLS.MCLS object at 0x000001442434E750>,3,0.04,0.865,0.9276139410187667,200,0.6591489315032959
<Algoritmos.MCLS.MCLS object at 0x000001444C824890>,4,0.04,0.835,0.9100817438692098,200,0.6081373691558838
<Algoritmos.MCLS.MCLS object at 0x00000144AAA7D150>,5,0.04,0.88,0.9361702127659575,200,0.6081373691558838
<Algoritmos.MCLS.MCLS object at 0x000001444C925610>,6,0.04,0.33,0.49624060150375937,200,0.6081376075744629
<Algoritmos.MCLS.MCLS object at 0x000001444C926E90>,7,0.04,0.69,0.8165680473372781,200,0.5501241683959961
<Algoritmos.MCLS.MCLS object at 0x000001444C9252D0>,8,0.04,0.79,0.8826815642458101,200,0.6241412162780762
<Algoritmos.MCLS.MCLS object at 0x000001444C927BD0>,9,0.04,0.795,0.8857938718662953,200,0.6001358032226562
<Algoritmos.MCLS.MCLS object at 0x000001444C926CD0>,0,0.05,0.865,0.9276139410187667,200,0.6841542720794678
<Algoritmos.MCLS.MCLS object at 0x000001444C924310>,1,0.05,0.785,0.8795518207282913,200,0.5751302242279053
<Algoritmos.MCLS.MCLS object at 0x000001444C926ED0>,2,0.05,0.865,0.9276139410187667,200,0.6501467227935791
<Algoritmos.MCLS.MCLS object at 0x000001444C924090>,3,0.05,0.865,0.9276139410187667,200,0.585132360458374
<Algoritmos.MCLS.MCLS object at 0x000001444C926510>,4,0.05,0.875,0.9333333333333333,200,0.6321425437927246
<Algoritmos.MCLS.MCLS object at 0x000001444C9269D0>,5,0.05,0.88,0.9361702127659575,200,0.6081373691558838
<Algoritmos.MCLS.MCLS object at 0x000001444C924590>,6,0.05,0.88,0.9361702127659575,200,0.6161394119262695
<Algoritmos.MCLS.MCLS object at 0x000001444C927910>,7,0.05,0.71,0.8304093567251462,200,0.5471234321594238
<Algoritmos.MCLS.MCLS object at 0x000001444C926A90>,8,0.05,0.875,0.9333333333333333,200,0.5631270408630371
<Algoritmos.MCLS.MCLS object at 0x000001444C926590>,9,0.05,0.705,0.8269794721407624,200,0.5691287517547607
<Algoritmos.MCLS.MCLS object at 0x000001444C925210>,0,0.1,0.555,0.7138263665594855,200,0.5761299133300781
<Algoritmos.MCLS.MCLS object at 0x0000014445373B90>,1,0.1,0.69,0.8165680473372781,200,0.6711516380310059
<Algoritmos.MCLS.MCLS object at 0x0000014445372A90>,2,0.1,0.83,0.9071038251366119,200,0.6401445865631104
<Algoritmos.MCLS.MCLS object at 0x0000014445370990>,3,0.1,0.845,0.9159891598915989,200,0.6681511402130127
<Algoritmos.MCLS.MCLS object at 0x0000014445373C50>,4,0.1,0.88,0.9361702127659575,200,0.573129415512085
<Algoritmos.MCLS.MCLS object at 0x0000014445371F50>,5,0.1,0.86,0.924731182795699,200,0.6941568851470947
<Algoritmos.MCLS.MCLS object at 0x0000014445370E90>,6,0.1,0.79,0.8826815642458101,200,0.6061372756958008
<Algoritmos.MCLS.MCLS object at 0x000001444C772A50>,7,0.1,0.86,0.924731182795699,200,0.6181392669677734
<Algoritmos.MCLS.MCLS object at 0x000001442437A0D0>,8,0.1,0.605,0.7538940809968847,200,0.6071369647979736
<Algoritmos.MCLS.MCLS object at 0x0000014445370B10>,9,0.1,0.86,0.924731182795699,200,0.6001355648040771
<Algoritmos.MCLS.MCLS object at 0x0000014445373850>,0,0.15,0.865,0.9276139410187667,200,0.6101377010345459
<Algoritmos.MCLS.MCLS object at 0x0000014445371D10>,1,0.15,0.865,0.9276139410187667,200,0.622140645980835
<Algoritmos.MCLS.MCLS object at 0x0000014445371550>,2,0.15,0.865,0.9276139410187667,200,0.6351437568664551
<Algoritmos.MCLS.MCLS object at 0x0000014445371A90>,3,0.15,0.865,0.9276139410187667,200,0.5781307220458984
<Algoritmos.MCLS.MCLS object at 0x0000014445370910>,4,0.15,0.845,0.9159891598915989,200,0.7791762351989746
<Algoritmos.MCLS.MCLS object at 0x0000014445370D90>,5,0.15,0.865,0.9276139410187667,200,0.6241409778594971
<Algoritmos.MCLS.MCLS object at 0x0000014445373010>,6,0.15,0.865,0.9276139410187667,200,0.6051368713378906
<Algoritmos.MCLS.MCLS object at 0x0000014420102F10>,7,0.15,0.865,0.9276139410187667,200,0.672152042388916
<Algoritmos.MCLS.MCLS object at 0x0000014445373A10>,8,0.15,0.865,0.9276139410187667,200,0.6061367988586426
<Algoritmos.MCLS.MCLS object at 0x0000014424337E90>,9,0.15,0.865,0.9276139410187667,200,0.6571483612060547
<Algoritmos.MCLS.MCLS object at 0x000001444C925E90>,0,0.2,0.88,0.9361702127659575,200,0.6131386756896973
<Algoritmos.MCLS.MCLS object at 0x000001444C7700D0>,1,0.2,0.865,0.9276139410187667,200,0.6711513996124268
<Algoritmos.MCLS.MCLS object at 0x000001442437A290>,2,0.2,0.865,0.9276139410187667,200,0.6391446590423584
<Algoritmos.MCLS.MCLS object at 0x000001444538F050>,3,0.2,0.865,0.9276139410187667,200,0.6421453952789307
<Algoritmos.MCLS.MCLS object at 0x000001444538E790>,4,0.2,0.865,0.9276139410187667,200,0.6071372032165527
<Algoritmos.MCLS.MCLS object at 0x000001442434FE90>,5,0.2,0.88,0.9361702127659575,200,0.6371440887451172
<Algoritmos.MCLS.MCLS object at 0x000001444C9241D0>,6,0.2,0.865,0.9276139410187667,200,0.672152042388916
<Algoritmos.MCLS.MCLS object at 0x000001444538C250>,7,0.2,0.865,0.9276139410187667,200,0.6391446590423584
<Algoritmos.MCLS.MCLS object at 0x0000014445373510>,8,0.2,0.88,0.9361702127659575,200,0.6411447525024414
<Algoritmos.MCLS.MCLS object at 0x000001444C926E10>,9,0.2,0.88,0.9361702127659575,200,0.6071372032165527
<Algoritmos.MCLS.MCLS object at 0x00000144AAA7E2D0>,0,0.25,0.88,0.9361702127659575,200,0.6081376075744629
<Algoritmos.MCLS.MCLS object at 0x000001448A051490>,1,0.25,0.86,0.924731182795699,200,0.6471462249755859
<Algoritmos.MCLS.MCLS object at 0x000001448A052210>,2,0.25,0.88,0.9361702127659575,200,0.6001358032226562
<Algoritmos.MCLS.MCLS object at 0x000001442434EF90>,3,0.25,0.855,0.921832884097035,200,0.6671504974365234
<Algoritmos.MCLS.MCLS object at 0x000001442434FA50>,4,0.25,0.88,0.9361702127659575,200,0.6081373691558838
<Algoritmos.MCLS.MCLS object at 0x000001442434EFD0>,5,0.25,0.88,0.9361702127659575,200,0.5961346626281738
<Algoritmos.MCLS.MCLS object at 0x000001444538E750>,6,0.25,0.86,0.924731182795699,200,0.622140645980835
<Algoritmos.MCLS.MCLS object at 0x000001444538ED50>,7,0.25,0.885,0.9389920424403183,200,0.5651276111602783
<Algoritmos.MCLS.MCLS object at 0x000001444538FC50>,8,0.25,0.88,0.9361702127659575,200,0.6311426162719727
<Algoritmos.MCLS.MCLS object at 0x000001444538EED0>,9,0.25,0.88,0.9361702127659575,200,0.5591259002685547
