Algoritmo,Itera̤̣o,Rate,acc,f1,RN len,tempo de execṳ̣o
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014489EFA490>,0,0.01,0.78,0.8764044943820225,200,0.2050464153289795
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x000001444526E5D0>,1,0.01,0.78,0.8764044943820225,200,0.20004510879516602
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144044EAFD0>,2,0.01,0.78,0.8764044943820225,200,0.19504427909851074
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014489EF8B10>,3,0.01,0.78,0.8764044943820225,200,0.1870419979095459
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014489EF9150>,4,0.01,0.78,0.8764044943820225,200,0.19104337692260742
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x000001444515E610>,5,0.01,0.78,0.8764044943820225,200,0.187042236328125
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x000001444515C590>,6,0.01,0.78,0.8764044943820225,200,0.19404339790344238
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x000001444515DED0>,7,0.01,0.78,0.8764044943820225,200,0.19704461097717285
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x000001444515E4D0>,8,0.01,0.78,0.8764044943820225,200,0.26606059074401855
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x000001444515E250>,9,0.01,0.78,0.8764044943820225,200,0.1980447769165039
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x000001444515CFD0>,0,0.02,0.78,0.8764044943820225,200,0.18804264068603516
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B41D0>,1,0.02,0.78,0.8764044943820225,200,0.18804240226745605
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B67D0>,2,0.02,0.78,0.8764044943820225,200,0.1960439682006836
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B4150>,3,0.02,0.78,0.8764044943820225,200,0.19704461097717285
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B5B90>,4,0.02,0.785,0.8795518207282913,200,0.19504427909851074
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B4E50>,5,0.02,0.78,0.8764044943820225,200,0.1870427131652832
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B4750>,6,0.02,0.78,0.8764044943820225,200,0.19004344940185547
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B57D0>,7,0.02,0.78,0.8764044943820225,200,0.18504047393798828
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B5A90>,8,0.02,0.785,0.8795518207282913,200,0.18904352188110352
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B4090>,9,0.02,0.78,0.8764044943820225,200,0.19704437255859375
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B7F50>,0,0.03,0.78,0.8764044943820225,200,0.1850416660308838
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B7610>,1,0.03,0.78,0.8764044943820225,200,0.18804264068603516
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B6610>,2,0.03,0.78,0.8764044943820225,200,0.19104313850402832
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B6D50>,3,0.03,0.785,0.8795518207282913,200,0.18604278564453125
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B7310>,4,0.03,0.8,0.888888888888889,200,0.18404150009155273
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B4ED0>,5,0.03,0.78,0.8764044943820225,200,0.1890428066253662
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B5C50>,6,0.03,0.785,0.8795518207282913,200,0.19204354286193848
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B6350>,7,0.03,0.78,0.8764044943820225,200,0.19104313850402832
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B5D50>,8,0.03,0.78,0.8764044943820225,200,0.19304370880126953
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B6850>,9,0.03,0.78,0.8764044943820225,200,0.18804240226745605
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451B4250>,0,0.04,0.78,0.8764044943820225,200,0.19104313850402832
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451A6A90>,1,0.04,0.785,0.8795518207282913,200,0.18304181098937988
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451A4910>,2,0.04,0.78,0.8764044943820225,200,0.19404339790344238
