Algoritmo,Itera̤̣o,Rate,acc,f1,RN len,tempo de execṳ̣o
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451A5C90>,3,0.04,0.795,0.8857938718662953,200,0.19204378128051758
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451A6C90>,4,0.04,0.78,0.8764044943820225,200,0.1890425682067871
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144451A50D0>,5,0.04,0.795,0.8857938718662953,200,0.19304394721984863
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144A42D8110>,6,0.04,0.795,0.8857938718662953,200,0.1960437297821045
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x00000144A42D8210>,7,0.04,0.785,0.8795518207282913,200,0.18204092979431152
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB6D50>,8,0.04,0.785,0.8795518207282913,200,0.1890430450439453
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB6250>,9,0.04,0.79,0.8826815642458101,200,0.18404173851013184
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB5410>,0,0.05,0.78,0.8764044943820225,200,0.19704413414001465
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB7310>,1,0.05,0.78,0.8764044943820225,200,0.18204164505004883
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB5990>,2,0.05,0.78,0.8764044943820225,200,0.19504356384277344
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB5550>,3,0.05,0.78,0.8764044943820225,200,0.1850416660308838
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB7650>,4,0.05,0.79,0.8826815642458101,200,0.19704484939575195
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB7A90>,5,0.05,0.78,0.8764044943820225,200,0.18804240226745605
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB5B50>,6,0.05,0.79,0.8826815642458101,200,0.18404173851013184
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014489EFB6D0>,7,0.05,0.785,0.8795518207282913,200,0.19004297256469727
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB55D0>,8,0.05,0.78,0.8764044943820225,200,0.19304370880126953
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB7750>,9,0.05,0.79,0.8826815642458101,200,0.18804240226745605
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB7390>,0,0.1,0.79,0.8826815642458101,200,0.19204330444335938
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB6150>,1,0.1,0.795,0.8857938718662953,200,0.18604183197021484
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB7FD0>,2,0.1,0.8,0.888888888888889,200,0.18204116821289062
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB6110>,3,0.1,0.805,0.89196675900277,200,0.18104124069213867
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB5A10>,4,0.1,0.8,0.888888888888889,200,0.1890430450439453
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB5790>,5,0.1,0.82,0.9010989010989011,200,0.1890428066253662
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB56D0>,6,0.1,0.8,0.888888888888889,200,0.1890425682067871
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB4050>,7,0.1,0.805,0.89196675900277,200,0.1890425682067871
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB48D0>,8,0.1,0.805,0.89196675900277,200,0.18804216384887695
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB5050>,9,0.1,0.8,0.888888888888889,200,0.19104337692260742
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB4E90>,0,0.15,0.835,0.9100817438692098,200,0.1890428066253662
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB57D0>,1,0.15,0.81,0.8950276243093923,200,0.18404173851013184
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB4110>,2,0.15,0.795,0.8857938718662953,200,0.18604207038879395
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB4850>,3,0.15,0.78,0.8764044943820225,200,0.18304109573364258
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB5D10>,4,0.15,0.805,0.89196675900277,200,0.1960451602935791
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB6350>,5,0.15,0.81,0.8950276243093923,200,0.18504118919372559
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB5610>,6,0.15,0.805,0.89196675900277,200,0.17904019355773926
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB4210>,7,0.15,0.8,0.888888888888889,200,0.1870419979095459
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB4B50>,8,0.15,0.81,0.8950276243093923,200,0.19304347038269043
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB6E90>,9,0.15,0.795,0.8857938718662953,200,0.1870415210723877
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB7550>,0,0.2,0.805,0.89196675900277,200,0.18004107475280762
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB7BD0>,1,0.2,0.82,0.9010989010989011,200,0.20204544067382812
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB7850>,2,0.2,0.79,0.8826815642458101,200,0.17904067039489746
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB7F10>,3,0.2,0.83,0.9071038251366119,200,0.18104124069213867
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB4F10>,4,0.2,0.79,0.8826815642458101,200,0.187042236328125
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB59D0>,5,0.2,0.805,0.89196675900277,200,0.18104100227355957
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB6210>,6,0.2,0.845,0.9159891598915989,200,0.20304560661315918
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB6AD0>,7,0.2,0.81,0.8950276243093923,200,0.18304133415222168
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB40D0>,8,0.2,0.815,0.8980716253443526,200,0.18404126167297363
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB7590>,9,0.2,0.82,0.9010989010989011,200,0.18604207038879395
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB5090>,0,0.25,0.835,0.9100817438692098,200,0.187042236328125
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB5850>,1,0.25,0.835,0.9100817438692098,200,0.18304133415222168
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB4990>,2,0.25,0.835,0.9100817438692098,200,0.1890425682067871
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB4C50>,3,0.25,0.84,0.9130434782608696,200,0.1870417594909668
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB5DD0>,4,0.25,0.86,0.924731182795699,200,0.17904019355773926
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB7E90>,5,0.25,0.82,0.9010989010989011,200,0.19104290008544922
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x0000014421BB7C90>,6,0.25,0.835,0.9100817438692098,200,0.18104052543640137
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x000001448A090F50>,7,0.25,0.835,0.9100817438692098,200,0.18404197692871094
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x000001448A090E10>,8,0.25,0.81,0.8950276243093923,200,0.1850414276123047
<Algoritmos.RCSVM_RN.RCSVM_RN object at 0x000001448A0933D0>,9,0.25,0.835,0.9100817438692098,200,0.18404173851013184
