Algoritmo,Itera̤̣o,Rate,acc,f1,RN len,tempo de execṳ̣o
<Algoritmos.CCRNE.CCRNE object at 0x0000014421B5B7D0>,0,0.01,0.76,0.8636363636363636,200,0.1560354232788086
<Algoritmos.CCRNE.CCRNE object at 0x0000014421BF3250>,1,0.01,0.765,0.8668555240793201,200,0.2090470790863037
<Algoritmos.CCRNE.CCRNE object at 0x0000014421BF3990>,2,0.01,0.755,0.8603988603988605,200,0.19104337692260742
<Algoritmos.CCRNE.CCRNE object at 0x00000144454500D0>,3,0.01,0.795,0.8857938718662953,200,0.1580357551574707
<Algoritmos.CCRNE.CCRNE object at 0x0000014445450350>,4,0.01,0.75,0.8571428571428571,200,0.14803338050842285
<Algoritmos.CCRNE.CCRNE object at 0x000001444551D2D0>,5,0.01,0.745,0.8538681948424068,200,0.25105738639831543
<Algoritmos.CCRNE.CCRNE object at 0x000001444551D1D0>,6,0.01,0.8,0.888888888888889,200,0.18404102325439453
<Algoritmos.CCRNE.CCRNE object at 0x000001444551D790>,7,0.01,0.82,0.9010989010989011,200,0.1780397891998291
<Algoritmos.CCRNE.CCRNE object at 0x000001444551D890>,8,0.01,0.79,0.8826815642458101,200,0.16603755950927734
<Algoritmos.CCRNE.CCRNE object at 0x0000014421BF3F90>,9,0.01,0.815,0.8980716253443526,200,0.1800401210784912
<Algoritmos.CCRNE.CCRNE object at 0x000001444551DB50>,0,0.02,0.73,0.8439306358381503,200,0.12802934646606445
<Algoritmos.CCRNE.CCRNE object at 0x000001444551DE50>,1,0.02,0.79,0.8826815642458101,200,0.35508012771606445
<Algoritmos.CCRNE.CCRNE object at 0x000001444551DFD0>,2,0.02,0.74,0.8505747126436781,200,0.12802886962890625
<Algoritmos.CCRNE.CCRNE object at 0x000001444551E2D0>,3,0.02,0.79,0.8826815642458101,200,0.09102058410644531
<Algoritmos.CCRNE.CCRNE object at 0x000001444551E510>,4,0.02,0.715,0.8338192419825073,200,0.1290287971496582
<Algoritmos.CCRNE.CCRNE object at 0x000001444551E3D0>,5,0.02,0.765,0.8668555240793201,200,0.13403105735778809
<Algoritmos.CCRNE.CCRNE object at 0x000001444551E810>,6,0.02,0.77,0.8700564971751412,200,0.2160487174987793
<Algoritmos.CCRNE.CCRNE object at 0x000001444551EA10>,7,0.02,0.75,0.8571428571428571,200,0.138031005859375
<Algoritmos.CCRNE.CCRNE object at 0x000001444551ECD0>,8,0.02,0.725,0.8405797101449275,200,0.12302827835083008
<Algoritmos.CCRNE.CCRNE object at 0x000001444551EED0>,9,0.02,0.81,0.8950276243093923,200,0.18104100227355957
<Algoritmos.CCRNE.CCRNE object at 0x000001444551F090>,0,0.03,0.83,0.9071038251366119,200,0.2050464153289795
<Algoritmos.CCRNE.CCRNE object at 0x000001444551F390>,1,0.03,0.79,0.8826815642458101,200,0.28806614875793457
<Algoritmos.CCRNE.CCRNE object at 0x000001444551F610>,2,0.03,0.77,0.8700564971751412,200,0.2720615863800049
<Algoritmos.CCRNE.CCRNE object at 0x000001444551F950>,3,0.03,0.78,0.8764044943820225,200,0.1800401210784912
<Algoritmos.CCRNE.CCRNE object at 0x000001444551FC50>,4,0.03,0.805,0.89196675900277,200,0.17203879356384277
<Algoritmos.CCRNE.CCRNE object at 0x000001444551FE10>,5,0.03,0.78,0.8764044943820225,200,0.13703131675720215
<Algoritmos.CCRNE.CCRNE object at 0x000001444536C0D0>,6,0.03,0.805,0.89196675900277,200,0.1760401725769043
<Algoritmos.CCRNE.CCRNE object at 0x000001444536C190>,7,0.03,0.735,0.8472622478386168,200,0.14603257179260254
<Algoritmos.CCRNE.CCRNE object at 0x000001444536C3D0>,8,0.03,0.795,0.8857938718662953,200,0.1450331211090088
<Algoritmos.CCRNE.CCRNE object at 0x000001444536C390>,9,0.03,0.725,0.8405797101449275,200,0.13403034210205078
<Algoritmos.CCRNE.CCRNE object at 0x000001444536C6D0>,0,0.04,0.78,0.8764044943820225,200,0.2710611820220947
<Algoritmos.CCRNE.CCRNE object at 0x000001444536CA10>,1,0.04,0.795,0.8857938718662953,200,0.19704365730285645
<Algoritmos.CCRNE.CCRNE object at 0x000001444536CC50>,2,0.04,0.78,0.8764044943820225,200,0.17003870010375977
<Algoritmos.CCRNE.CCRNE object at 0x000001444536CF10>,3,0.04,0.755,0.8603988603988605,200,0.13903141021728516
<Algoritmos.CCRNE.CCRNE object at 0x000001444536D0D0>,4,0.04,0.81,0.8950276243093923,200,0.4260978698730469
<Algoritmos.CCRNE.CCRNE object at 0x000001444536D290>,5,0.04,0.78,0.8764044943820225,200,0.18604183197021484
<Algoritmos.CCRNE.CCRNE object at 0x000001444536D610>,6,0.04,0.785,0.8795518207282913,200,0.33107495307922363
<Algoritmos.CCRNE.CCRNE object at 0x000001444536D850>,7,0.04,0.785,0.8795518207282913,200,0.26405978202819824
<Algoritmos.CCRNE.CCRNE object at 0x000001444536DD10>,8,0.04,0.795,0.8857938718662953,200,0.19204306602478027
<Algoritmos.CCRNE.CCRNE object at 0x000001444536E090>,9,0.04,0.735,0.8472622478386168,200,0.1560354232788086
<Algoritmos.CCRNE.CCRNE object at 0x000001444536E350>,0,0.05,0.79,0.8826815642458101,200,0.15403461456298828
<Algoritmos.CCRNE.CCRNE object at 0x000001444536E550>,1,0.05,0.775,0.8732394366197184,200,0.16303658485412598
<Algoritmos.CCRNE.CCRNE object at 0x000001444536E750>,2,0.05,0.77,0.8700564971751412,200,0.1560349464416504
<Algoritmos.CCRNE.CCRNE object at 0x000001444536E950>,3,0.05,0.835,0.9100817438692098,200,0.2050461769104004
<Algoritmos.CCRNE.CCRNE object at 0x000001444536EB90>,4,0.05,0.8,0.888888888888889,200,0.23305273056030273
<Algoritmos.CCRNE.CCRNE object at 0x000001444536EED0>,5,0.05,0.86,0.924731182795699,200,0.20004510879516602
<Algoritmos.CCRNE.CCRNE object at 0x000001444536F190>,6,0.05,0.79,0.8826815642458101,200,0.234053373336792
<Algoritmos.CCRNE.CCRNE object at 0x000001444536F450>,7,0.05,0.855,0.921832884097035,200,0.21504807472229004
<Algoritmos.CCRNE.CCRNE object at 0x000001444536F710>,8,0.05,0.795,0.8857938718662953,200,0.24205470085144043
<Algoritmos.CCRNE.CCRNE object at 0x000001444536FC10>,9,0.05,0.77,0.8700564971751412,200,0.1690382957458496
<Algoritmos.CCRNE.CCRNE object at 0x000001444536FF10>,0,0.1,0.81,0.8950276243093923,200,0.2800633907318115
<Algoritmos.CCRNE.CCRNE object at 0x0000014445270090>,1,0.1,0.805,0.89196675900277,200,0.33107447624206543
<Algoritmos.CCRNE.CCRNE object at 0x0000014445270610>,2,0.1,0.815,0.8980716253443526,200,0.3720839023590088
<Algoritmos.CCRNE.CCRNE object at 0x00000144452707D0>,3,0.1,0.82,0.9010989010989011,200,0.497112512588501
<Algoritmos.CCRNE.CCRNE object at 0x0000014445270ED0>,4,0.1,0.75,0.8571428571428571,200,0.29906773567199707
<Algoritmos.CCRNE.CCRNE object at 0x0000014445271190>,5,0.1,0.835,0.9100817438692098,200,0.27306175231933594
<Algoritmos.CCRNE.CCRNE object at 0x00000144452713D0>,6,0.1,0.845,0.9159891598915989,200,0.37508463859558105
<Algoritmos.CCRNE.CCRNE object at 0x00000144452718D0>,7,0.1,0.825,0.9041095890410958,200,0.28206396102905273
<Algoritmos.CCRNE.CCRNE object at 0x0000014445271D90>,8,0.1,0.79,0.8826815642458101,200,0.4070916175842285
<Algoritmos.CCRNE.CCRNE object at 0x0000014445272050>,9,0.1,0.82,0.9010989010989011,200,0.5371215343475342
<Algoritmos.CCRNE.CCRNE object at 0x0000014445272A90>,0,0.15,0.835,0.9100817438692098,200,0.5781311988830566
<Algoritmos.CCRNE.CCRNE object at 0x0000014445272ED0>,1,0.15,0.84,0.9130434782608696,200,0.6191399097442627
<Algoritmos.CCRNE.CCRNE object at 0x00000144452734D0>,2,0.15,0.795,0.8857938718662953,200,0.33107495307922363
<Algoritmos.CCRNE.CCRNE object at 0x0000014445273790>,3,0.15,0.825,0.9041095890410958,200,0.32807445526123047
<Algoritmos.CCRNE.CCRNE object at 0x0000014445273A50>,4,0.15,0.79,0.8826815642458101,200,0.2450554370880127
<Algoritmos.CCRNE.CCRNE object at 0x0000014445273C50>,5,0.15,0.85,0.9189189189189189,160,0.5821318626403809
