Algoritmo,Itera̤̣o,Rate,acc,f1,RN len,tempo de execṳ̣o
<Algoritmos.CCRNE.CCRNE object at 0x0000014445244450>,6,0.15,0.8666666666666667,0.9285714285714286,45,0.49511218070983887
<Algoritmos.CCRNE.CCRNE object at 0x0000014445244E50>,7,0.15,0.805,0.89196675900277,200,0.5791313648223877
<Algoritmos.CCRNE.CCRNE object at 0x0000014445245210>,8,0.15,0.785,0.8795518207282913,200,0.4771077632904053
<Algoritmos.CCRNE.CCRNE object at 0x0000014445245790>,9,0.15,0.8591549295774648,0.9242424242424242,71,0.4771080017089844
<Algoritmos.CCRNE.CCRNE object at 0x00000144452460D0>,0,0.2,0.84,0.9130434782608696,200,0.34207653999328613
<Algoritmos.CCRNE.CCRNE object at 0x0000014445246410>,1,0.2,0.8,0.888888888888889,200,0.38408732414245605
<Algoritmos.CCRNE.CCRNE object at 0x0000014445246690>,2,0.2,0.8108108108108109,0.8955223880597014,185,0.8341882228851318
<Algoritmos.CCRNE.CCRNE object at 0x0000014445246FD0>,3,0.2,0.83,0.9071038251366119,200,0.5861327648162842
<Algoritmos.CCRNE.CCRNE object at 0x0000014445247290>,4,0.2,1.0,1.0,22,0.634143590927124
<Algoritmos.CCRNE.CCRNE object at 0x0000014445247D10>,5,0.2,0.8407079646017699,0.9134615384615384,113,0.6501471996307373
<Algoritmos.CCRNE.CCRNE object at 0x0000014445258510>,6,0.2,0.8202247191011236,0.9012345679012346,178,0.6081373691558838
<Algoritmos.CCRNE.CCRNE object at 0x0000014445258A10>,7,0.2,0.785,0.8795518207282913,200,0.4451005458831787
<Algoritmos.CCRNE.CCRNE object at 0x0000014445258AD0>,8,0.2,0.845,0.9159891598915989,200,0.4741072654724121
<Algoritmos.CCRNE.CCRNE object at 0x0000014445258F10>,9,0.2,0.84,0.9130434782608696,200,0.36608290672302246
<Algoritmos.CCRNE.CCRNE object at 0x0000014445259010>,0,0.25,0.835,0.9100817438692098,200,1.0282320976257324
<Algoritmos.CCRNE.CCRNE object at 0x0000014445259890>,1,0.25,0.84,0.9130434782608696,200,0.5891330242156982
<Algoritmos.CCRNE.CCRNE object at 0x0000014445259C90>,2,0.25,0.785,0.8795518207282913,200,0.3430776596069336
<Algoritmos.CCRNE.CCRNE object at 0x0000014445259E90>,3,0.25,0.8333333333333334,0.9090909090909091,108,0.8321883678436279
<Algoritmos.CCRNE.CCRNE object at 0x000001444525A810>,4,0.25,0.835,0.9100817438692098,200,0.548123836517334
<Algoritmos.CCRNE.CCRNE object at 0x000001444525A910>,5,0.25,0.785,0.8795518207282913,200,0.3340749740600586
<Algoritmos.CCRNE.CCRNE object at 0x000001444525AD90>,6,0.25,0.84,0.9130434782608696,200,0.7021589279174805
<Algoritmos.CCRNE.CCRNE object at 0x000001444525B1D0>,7,0.25,0.837037037037037,0.9112903225806451,135,0.709160327911377
<Algoritmos.CCRNE.CCRNE object at 0x000001444525B890>,8,0.25,0.805,0.89196675900277,200,0.7751753330230713
<Algoritmos.CCRNE.CCRNE object at 0x000001444525BAD0>,9,0.25,0.87,0.9304812834224598,200,0.7851772308349609
